transaction_id,ad_id,transaction_date,product_type,product_name,variant,revenue_idr,order_status
TXN_000451,AD_0821,2023-10-25,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,105000.0,Success
TXN_002046,AD_0225,2023-09-25,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,132000.0,Success
TXN_000045,AD_0859,2023-12-02,Serum,DermaGlow Brightening Serum,Video_Review,357000.0,Success
TXN_001284,AD_0328,2023-11-22,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,303000.0,Success
TXN_001968,AD_0090,2023-08-11,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,389000.0,Success
TXN_002091,AD_0249,2023-01-14,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,277000.0,Success
TXN_000255,AD_0635,2023-04-26,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,357000.0,Success
TXN_001946,AD_0428,2023-12-30,Cleanser,DermaGlow Gentle Cleanser,Video_Review,440000.0,Success
TXN_001875,AD_0933,2023-09-01,Serum,DermaGlow Brightening Serum,Video_Review,282000.0,Success
TXN_000565,AD_0771,2023-05-01,Serum,DermaGlow Brightening Serum,Video_Review,424000.0,Success
TXN_000213,AD_0375,2023-07-09,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,355000.0,Success
TXN_000743,AD_0489,2023-05-09,Cleanser,DermaGlow Gentle Cleanser,Video_Review,208000.0,Success
TXN_001252,AD_0565,2023-05-16,Serum,DermaGlow Brightening Serum,Video_Review,201000.0,Success
TXN_001048,AD_0211,2023-03-16,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,108000.0,Success
TXN_001018,Organic,2023-09-15,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,186000.0,Success
TXN_000171,AD_0025,2023-11-01,Serum,DermaGlow Brightening Serum,Video_Review,103000.0,Success
TXN_002488,AD_0247,2023-08-19,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,288000.0,Success
TXN_002218,AD_0132,2023-04-18,Serum,DermaGlow Brightening Serum,Video_Review,207000.0,Success
TXN_000545,AD_0073,2023-02-23,Cleanser,DermaGlow Gentle Cleanser,Video_Review,313000.0,Success
TXN_000464,AD_0724,2023-08-16,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,88000.0,Success
TXN_000989,AD_0318,2023-04-20,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,155000.0,Success
TXN_001322,AD_0931,2023-12-19,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,110000.0,Success
TXN_000603,AD_0926,2023-10-04,Serum,DermaGlow Brightening Serum,Static_Catalog,316000.0,Success
TXN_001337,AD_0327,2023-02-17,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,410000.0,Success
TXN_002340,AD_0718,2023-08-15,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,147000.0,Success
TXN_001261,AD_0231,2023-07-08,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,352000.0,Success
TXN_002115,Organic,2023-12-04,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,86000.0,Success
TXN_000808,AD_0278,2023-04-12,Serum,DermaGlow Brightening Serum,Static_Catalog,304000.0,Success
TXN_000887,AD_0115,2023-03-19,Serum,DermaGlow Brightening Serum,Video_Review,239000.0,Success
TXN_001583,AD_0815,2023-10-14,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,393000.0,Success
TXN_001615,AD_0806,2023-11-22,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,506000.0,Success
TXN_001838,AD_0711,2023-07-26,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,273000.0,Success
TXN_001874,AD_0933,2023-09-03,Serum,DermaGlow Brightening Serum,Video_Review,291000.0,Success
TXN_000283,AD_0196,2023-05-10,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,309000.0,Success
TXN_000211,AD_0370,2023-08-18,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,261000.0,Success
TXN_002166,AD_0367,2023-12-21,Serum,DermaGlow Brightening Serum,Static_Catalog,112000.0,Success
TXN_000458,AD_0724,2023-08-17,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,140000.0,Success
TXN_000820,AD_0679,2023-04-09,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,123000.0,Success
TXN_002185,AD_0994,2023-08-01,Serum,DermaGlow Brightening Serum,Static_Catalog,197000.0,Success
TXN_001656,AD_0887,2023-11-14,Cleanser,DermaGlow Gentle Cleanser,Video_Review,469000.0,Success
TXN_000253,AD_0635,2023-04-28,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,354000.0,Success
TXN_000252,AD_0635,2023-04-26,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,151000.0,Success
TXN_001927,AD_0198,2023-04-23,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,110000.0,Success
TXN_001019,AD_0097,2023-12-27,Cleanser,DermaGlow Gentle Cleanser,Video_Review,321000.0,Success
TXN_000423,AD_0526,2023-05-30,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,74000.0,Success
TXN_001176,AD_0474,2023-02-28,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,544000.0,Success
TXN_000621,AD_0829,2023-10-12,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,437000.0,Success
TXN_000487,AD_0513,2023-08-27,Serum,DermaGlow Brightening Serum,Video_Review,415000.0,Success
TXN_001986,AD_0533,2023-12-05,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,399000.0,Success
TXN_001081,AD_0279,2023-06-03,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,228000.0,Success
TXN_001358,AD_0788,2023-10-16,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,396000.0,Success
TXN_001042,AD_0941,2023-11-23,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,116000.0,Success
TXN_001091,AD_0569,2023-05-05,Serum,DermaGlow Brightening Serum,Video_Review,131000.0,Success
TXN_000212,AD_0375,2023-07-09,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,157000.0,Success
TXN_000465,AD_0724,2023-08-15,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,449000.0,Success
TXN_001468,Organic,2023-11-28,Serum,DermaGlow Brightening Serum,Static_Catalog,313000.0,Success
TXN_000555,AD_0199,2023-04-28,Serum,DermaGlow Brightening Serum,Static_Catalog,167000.0,Success
TXN_000908,AD_0826,2023-10-21,Serum,DermaGlow Brightening Serum,Static_Catalog,214000.0,Success
TXN_000097,AD_0048,2023-09-26,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,150000.0,Success
TXN_001965,AD_0802,2023-03-19,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,242000.0,Success
TXN_001365,AD_0429,2023-05-19,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,306000.0,Success
TXN_001925,Organic,2023-03-02,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,90000.0,Success
TXN_000612,AD_0841,2023-02-16,Serum,DermaGlow Brightening Serum,Video_Review,299000.0,Success
TXN_000446,AD_0307,2023-07-30,Serum,DermaGlow Brightening Serum,Static_Catalog,452000.0,Success
TXN_000238,AD_0023,2023-12-18,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,221000.0,Success
TXN_002311,AD_0151,2023-02-10,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,236000.0,Success
TXN_000874,AD_0291,2023-06-12,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,528000.0,Success
TXN_002498,AD_0252,2023-02-07,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,184000.0,Success
TXN_002055,AD_0343,2023-06-30,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,438000.0,Success
TXN_001674,AD_0089,2023-11-17,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,432000.0,Success
TXN_002123,AD_0939,2023-04-15,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,537000.0,Success
TXN_000840,AD_0173,2023-11-25,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,427000.0,Success
TXN_000582,AD_0538,2023-12-31,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,111000.0,Success
TXN_001282,AD_0147,2023-06-28,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,278000.0,Success
TXN_000791,AD_0854,2023-12-07,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,245000.0,Success
TXN_000842,AD_0173,2023-11-26,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,252000.0,Success
TXN_001911,AD_0084,2024-01-01,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,77000.0,Success
TXN_000622,AD_0302,2023-07-04,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,413000.0,Success
TXN_001503,AD_0237,2023-05-21,Serum,DermaGlow Brightening Serum,Static_Catalog,187000.0,Success
TXN_000333,AD_0746,2023-11-13,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,135000.0,Success
TXN_000479,AD_0340,2023-02-20,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,262000.0,Success
TXN_001495,AD_0792,2023-01-15,Serum,DermaGlow Brightening Serum,Static_Catalog,433000.0,Success
TXN_000508,AD_0277,2023-09-06,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,314000.0,Success
TXN_001451,AD_0274,2023-03-16,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,385000.0,Success
TXN_000644,AD_0741,2023-01-27,Serum,DermaGlow Brightening Serum,Video_Review,90000.0,Success
TXN_000481,AD_0513,2023-08-28,Serum,DermaGlow Brightening Serum,Video_Review,161000.0,Success
TXN_002395,Organic,2023-10-18,Cleanser,DermaGlow Gentle Cleanser,Video_Review,398000.0,Success
TXN_001012,AD_0849,2023-11-28,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,365000.0,Success
TXN_001290,AD_0524,2023-08-28,Serum,DermaGlow Brightening Serum,Static_Catalog,187000.0,Success
TXN_001224,AD_0725,2023-06-30,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,415000.0,Success
TXN_000522,AD_0227,2023-04-11,Cleanser,DermaGlow Gentle Cleanser,Video_Review,311000.0,Success
TXN_000583,AD_0538,2024-01-03,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,98000.0,Success
TXN_001059,AD_0075,2023-10-15,Serum,DermaGlow Brightening Serum,Static_Catalog,253000.0,Success
TXN_000297,AD_0182,2023-11-15,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,85000.0,Success
TXN_002443,Organic,2023-10-25,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,89000.0,Success
TXN_001062,AD_0075,2023-10-16,Serum,DermaGlow Brightening Serum,Static_Catalog,382000.0,Success
TXN_000858,Organic,2023-08-29,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,269000.0,Success
TXN_001693,AD_0337,2023-10-02,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,185000.0,Success
TXN_000408,AD_0492,2023-05-31,Serum,DermaGlow Brightening Serum,Static_Catalog,131000.0,Success
TXN_001079,AD_0215,2023-05-25,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,285000.0,Success
TXN_001084,AD_0593,2023-10-02,Cleanser,DermaGlow Gentle Cleanser,Video_Review,207000.0,Success
TXN_000169,AD_0293,2023-09-25,Cleanser,DermaGlow Gentle Cleanser,Video_Review,400000.0,Success
TXN_000240,AD_0023,2023-12-21,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,113000.0,Success
TXN_001051,AD_0211,2023-03-14,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,92000.0,Success
TXN_001913,AD_0084,2024-01-01,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,210000.0,Success
TXN_002096,AD_0781,2023-01-23,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,262000.0,Success
TXN_002473,AD_0867,2023-02-19,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,431000.0,Success
TXN_001848,AD_0676,2023-08-16,Serum,DermaGlow Brightening Serum,Static_Catalog,406000.0,Success
TXN_002250,AD_0276,2023-04-27,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,368000.0,Success
TXN_001884,AD_0594,2023-01-16,Serum,DermaGlow Brightening Serum,Video_Review,238000.0,Success
TXN_001512,AD_0321,2023-05-22,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,206000.0,Success
TXN_001460,AD_0899,2023-11-06,Serum,DermaGlow Brightening Serum,Static_Catalog,97000.0,Success
TXN_001939,AD_0942,2023-08-09,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,181000.0,Success
TXN_001724,AD_0544,2023-04-12,Serum,DermaGlow Brightening Serum,Static_Catalog,341000.0,Success
TXN_002026,AD_0039,2023-03-02,Cleanser,DermaGlow Gentle Cleanser,Video_Review,183000.0,Success
TXN_001608,AD_0431,2023-12-02,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,376000.0,Success
TXN_001978,AD_0152,2023-10-18,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,267000.0,Success
TXN_000916,AD_0406,2023-06-21,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,158000.0,Success
TXN_001396,AD_0127,2023-11-06,Cleanser,DermaGlow Gentle Cleanser,Video_Review,260000.0,Success
TXN_002296,AD_0026,2023-05-14,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,501000.0,Success
TXN_002322,AD_0627,2023-03-09,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,368000.0,Success
TXN_001936,AD_0942,2023-08-12,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,406000.0,Success
TXN_001197,AD_0395,2023-10-16,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,293000.0,Success
TXN_001945,AD_0130,2023-05-29,Cleanser,DermaGlow Gentle Cleanser,Video_Review,81000.0,Success
TXN_001515,AD_0321,2023-05-22,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,181000.0,Success
TXN_000941,AD_0922,2023-12-30,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,334000.0,Success
TXN_001464,AD_0267,2023-11-26,Serum,DermaGlow Brightening Serum,Video_Review,171000.0,Success
TXN_001226,AD_0725,2023-06-28,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,306000.0,Success
TXN_000325,AD_0746,2023-11-10,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,432000.0,Success
TXN_001954,AD_0819,2023-09-23,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,311000.0,Success
TXN_001378,AD_0362,2023-10-24,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,82000.0,Success
TXN_002482,AD_0543,2023-09-06,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,407000.0,Success
TXN_001341,AD_0531,2023-11-14,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,287000.0,Success
TXN_000388,AD_0562,2023-12-12,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,488000.0,Success
TXN_001955,AD_0381,2023-08-30,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,242000.0,Success
TXN_000180,AD_0164,2023-07-28,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,435000.0,Success
TXN_001695,AD_0607,2023-07-09,Cleanser,DermaGlow Gentle Cleanser,Video_Review,129000.0,Success
TXN_001663,AD_0602,2023-06-25,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,95000.0,Success
TXN_001305,AD_0212,2023-01-30,Cleanser,DermaGlow Gentle Cleanser,Video_Review,457000.0,Success
TXN_000928,AD_0966,2023-07-05,Serum,DermaGlow Brightening Serum,Static_Catalog,317000.0,Success
TXN_001431,AD_0599,2023-11-21,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,358000.0,Success
TXN_000142,AD_0390,2023-06-18,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,294000.0,Success
TXN_000369,AD_0281,2023-10-14,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,205000.0,Success
TXN_002446,AD_0262,2023-08-11,Serum,DermaGlow Brightening Serum,Static_Catalog,198000.0,Success
TXN_001086,AD_0937,2023-03-30,Serum,DermaGlow Brightening Serum,Video_Review,86000.0,Success
TXN_000368,AD_0950,2023-02-27,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,378000.0,Success
TXN_001675,AD_0089,2023-11-17,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,147000.0,Success
TXN_001539,AD_0317,2023-06-21,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,142000.0,Success
TXN_000248,AD_0635,2023-04-27,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,301000.0,Success
TXN_000322,AD_0413,2023-09-16,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,288000.0,Success
TXN_001834,AD_0711,2023-07-27,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,160000.0,Success
TXN_001840,AD_0711,2023-07-25,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,360000.0,Success
TXN_001000,AD_0558,2023-09-20,Serum,DermaGlow Brightening Serum,Static_Catalog,175000.0,Success
TXN_001300,AD_0326,2023-06-28,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,201000.0,Success
TXN_000696,AD_0221,2023-12-13,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,195000.0,Success
TXN_002029,AD_0574,2023-01-28,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,299000.0,Success
TXN_001601,AD_0779,2023-08-07,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,189000.0,Success
TXN_002330,AD_0159,2023-06-24,Serum,DermaGlow Brightening Serum,Static_Catalog,239000.0,Success
TXN_001232,AD_0183,2023-12-12,Serum,DermaGlow Brightening Serum,Video_Review,322000.0,Success
TXN_001730,AD_0468,2024-01-02,Cleanser,DermaGlow Gentle Cleanser,Video_Review,243000.0,Success
TXN_001707,AD_0997,2023-06-22,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,275000.0,Success
TXN_001704,AD_0796,2023-04-20,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,396000.0,Success
TXN_000756,AD_0988,2023-06-01,Cleanser,DermaGlow Gentle Cleanser,Video_Review,443000.0,Success
TXN_001331,AD_0131,2023-10-26,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,281000.0,Success
TXN_000354,AD_0447,2023-08-25,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,107000.0,Success
TXN_000209,AD_0370,2023-08-19,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,382000.0,Success
TXN_002145,AD_0840,2023-04-15,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,77000.0,Success
TXN_000953,AD_0852,2023-12-30,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,219000.0,Success
TXN_001338,AD_0851,2023-03-19,Serum,DermaGlow Brightening Serum,Static_Catalog,99000.0,Success
TXN_001552,AD_0905,2023-06-02,Cleanser,DermaGlow Gentle Cleanser,Video_Review,162000.0,Success
TXN_001568,AD_0261,2024-01-01,Serum,DermaGlow Brightening Serum,Static_Catalog,157000.0,Success
TXN_001944,AD_0130,2023-05-30,Cleanser,DermaGlow Gentle Cleanser,Video_Review,395000.0,Success
TXN_000486,AD_0513,2023-08-28,Serum,DermaGlow Brightening Serum,Video_Review,365000.0,Success
TXN_001630,AD_0137,2023-04-14,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,231000.0,Success
TXN_002040,AD_0715,2023-02-10,Cleanser,DermaGlow Gentle Cleanser,Video_Review,408000.0,Success
TXN_000200,AD_0009,2023-07-08,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,181000.0,Success
TXN_000788,AD_0608,2023-09-27,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,137000.0,Success
TXN_000630,AD_0810,2023-04-15,Serum,DermaGlow Brightening Serum,Static_Catalog,133000.0,Success
