ad_id,campaign_name,audience_type,product_type,product_name,variant,date,impressions,clicks,spend_idr,sessions,add_to_cart,transaction_id,transaction_date,revenue_idr,order_status,CTR,CPC
AD_0169,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Video_Review,2023-03-29,13731,443,269631.0,355,43,TXN_002195,2023-04-01,412000.0,Success,0.0322627630908164,608.6478555304741
AD_0169,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Video_Review,2023-03-29,13731,443,269631.0,355,43,TXN_002199,2023-04-01,280000.0,Success,0.0322627630908164,608.6478555304741
AD_0871,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-03-16,8834,223,236016.0,178,18,TXN_001700,2023-03-18,400000.0,Success,0.025243377858274848,1058.3677130044844
AD_0871,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-03-16,8834,223,236016.0,178,18,TXN_001699,2023-03-17,492000.0,Success,0.025243377858274848,1058.3677130044844
AD_0319,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Video_Review,2023-12-09,14569,311,287954.0,254,32,,,,,0.021346695037408197,925.8971061093248
AD_0262,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-08-08,8974,133,248087.0,119,12,TXN_002446,2023-08-11,198000.0,Success,0.014820592823712949,1865.3157894736842
AD_0262,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-08-08,8974,133,248087.0,119,12,TXN_002447,2023-08-11,248000.0,Success,0.014820592823712949,1865.3157894736842
AD_0262,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-08-08,8974,133,248087.0,119,12,TXN_002450,2023-08-09,385000.0,Success,0.014820592823712949,1865.3157894736842
AD_0262,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-08-08,8974,133,248087.0,119,12,TXN_002445,2023-08-10,99000.0,Success,0.014820592823712949,1865.3157894736842
AD_0262,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-08-08,8974,133,248087.0,119,12,TXN_002448,2023-08-09,338000.0,Success,0.014820592823712949,1865.3157894736842
AD_0536,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-12-23,8981,127,326453.0,103,16,,,,,0.014140964257877742,2570.496062992126
AD_0920,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-12-12,8423,149,332366.0,129,21,,,,,0.01768965926629467,2230.6442953020132
AD_0597,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-07-16,11232,222,387507.0,186,12,TXN_001409,2023-07-16,389000.0,Success,0.019764957264957264,1745.527027027027
AD_0077,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-22,13269,171,243087.0,142,18,,,,,0.012887180646619941,1421.561403508772
AD_0108,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-08-02,8792,168,232717.0,137,24,TXN_002339,2023-08-02,399000.0,Success,0.01910828025477707,1385.220238095238
AD_0108,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-08-02,8792,168,232717.0,137,24,TXN_002336,2023-08-02,337000.0,Success,0.01910828025477707,1385.220238095238
AD_0108,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-08-02,8792,168,232717.0,137,24,TXN_002338,2023-08-04,327000.0,Success,0.01910828025477707,1385.220238095238
AD_0108,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-08-02,8792,168,232717.0,137,24,TXN_002337,2023-08-05,238000.0,Success,0.01910828025477707,1385.220238095238
AD_0425,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-05-08,13160,271,158692.0,237,35,,,,,0.020592705167173254,585.5793357933579
AD_0585,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-12-06,16562,221,134924.0,185,14,,,,,0.013343799058084773,610.5158371040724
AD_0854,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-12-06,9513,170,338366.0,142,8,TXN_000791,2023-12-07,245000.0,Success,0.017870282770945024,1990.3882352941177
AD_0854,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-12-06,9513,170,338366.0,142,8,TXN_000790,2023-12-08,103000.0,Success,0.017870282770945024,1990.3882352941177
AD_0854,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-12-06,9513,170,338366.0,142,8,TXN_000792,2023-12-09,255000.0,Success,0.017870282770945024,1990.3882352941177
AD_0665,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Video_Review,2023-09-03,12933,287,307440.0,254,21,,,,,0.02219129359004098,1071.219512195122
AD_0830,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-08-12,12002,304,461462.0,265,46,TXN_001794,2023-08-15,117000.0,Success,0.02532911181469755,1517.967105263158
AD_0830,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-08-12,12002,304,461462.0,265,46,TXN_001793,2023-08-13,174000.0,Success,0.02532911181469755,1517.967105263158
AD_0830,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-08-12,12002,304,461462.0,265,46,TXN_001795,2023-08-12,363000.0,Success,0.02532911181469755,1517.967105263158
AD_0421,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Video_Review,2023-05-06,12081,371,252185.0,309,20,TXN_000515,2023-05-09,240000.0,Success,0.03070937836271832,679.743935309973
AD_0421,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Video_Review,2023-05-06,12081,371,252185.0,309,20,TXN_000513,2023-05-08,174000.0,Success,0.03070937836271832,679.743935309973
AD_0598,Retargeting Campaign,warm,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-05-02,8129,230,177506.0,191,21,TXN_001357,2023-05-04,501000.0,Success,0.028293763070488375,771.7652173913043
AD_0459,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-03-12,13954,164,27152.0,146,8,TXN_000892,2023-03-12,201000.0,Success,0.011752902393578903,165.5609756097561
AD_0459,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-03-12,13954,164,27152.0,146,8,TXN_000890,2023-03-15,462000.0,Success,0.011752902393578903,165.5609756097561
AD_0459,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-03-12,13954,164,27152.0,146,8,TXN_000891,2023-03-15,384000.0,Success,0.011752902393578903,165.5609756097561
AD_0313,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-06-06,7913,214,220234.0,179,30,,,,,0.02704410463793757,1029.1308411214952
AD_0650,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-18,13269,166,479553.0,148,18,TXN_000825,2023-11-21,370000.0,Success,0.012510362499057955,2888.873493975904
AD_0650,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-18,13269,166,479553.0,148,18,TXN_000821,2023-11-18,495000.0,Success,0.012510362499057955,2888.873493975904
AD_0650,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-18,13269,166,479553.0,148,18,TXN_000823,2023-11-19,385000.0,Success,0.012510362499057955,2888.873493975904
AD_0366,Flash Sale Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-05-05,19906,466,168431.0,418,68,,,,,0.023410027127499247,361.4399141630901
AD_0322,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-12-07,15848,446,454165.0,366,71,,,,,0.028142352347299344,1018.3071748878924
AD_0630,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-07-30,10398,158,352364.0,141,27,,,,,0.015195229851894596,2230.1518987341774
AD_0915,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-07-12,18314,258,286023.0,216,13,,,,,0.014087583269629791,1108.6162790697674
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000308,2023-02-08,319000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000312,2023-02-08,331000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000317,2023-02-08,179000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000310,2023-02-08,426000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000309,2023-02-10,98000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000316,2023-02-11,320000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000311,2023-02-11,181000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000313,2023-02-08,345000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000315,2023-02-08,483000.0,Success,0.013160805131608052,1535.3193277310925
AD_0469,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-02-08,18084,238,365406.0,203,15,TXN_000318,2023-02-09,309000.0,Success,0.013160805131608052,1535.3193277310925
AD_0599,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-21,17042,143,494109.0,117,19,TXN_001431,2023-11-21,358000.0,Success,0.008391033916207017,3455.3076923076924
AD_0599,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-21,17042,143,494109.0,117,19,TXN_001434,2023-11-23,137000.0,Success,0.008391033916207017,3455.3076923076924
AD_0599,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-21,17042,143,494109.0,117,19,TXN_001432,2023-11-23,224000.0,Success,0.008391033916207017,3455.3076923076924
AD_0599,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-21,17042,143,494109.0,117,19,TXN_001433,2023-11-23,81000.0,Success,0.008391033916207017,3455.3076923076924
AD_0599,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-11-21,17042,143,494109.0,117,19,TXN_001435,2023-11-23,573000.0,Success,0.008391033916207017,3455.3076923076924
AD_0395,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-10-16,10765,306,175277.0,268,44,TXN_001197,2023-10-16,293000.0,Success,0.028425452856479332,572.8006535947712
AD_0537,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-12-02,9535,280,493120.0,247,35,TXN_001251,2023-12-03,533000.0,Success,0.029365495542737284,1761.142857142857
AD_0721,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-11-16,11777,282,211915.0,248,18,TXN_002417,2023-11-19,382000.0,Success,0.023944977498514052,751.4716312056737
AD_0334,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-12-24,10776,269,451977.0,221,26,TXN_000489,2023-12-25,180000.0,Success,0.024962880475129918,1680.2118959107806
AD_0410,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-03-14,14786,378,334864.0,335,62,TXN_000114,2023-03-16,310000.0,Success,0.02556472338698769,885.8835978835979
AD_0410,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-03-14,14786,378,334864.0,335,62,TXN_000113,2023-03-16,388000.0,Success,0.02556472338698769,885.8835978835979
AD_0410,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-03-14,14786,378,334864.0,335,62,TXN_000111,2023-03-16,422000.0,Success,0.02556472338698769,885.8835978835979
AD_0060,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Video_Review,2023-02-08,11268,199,240507.0,170,27,,,,,0.017660631877884275,1208.5778894472362
AD_0257,Flash Sale Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-07-17,9171,213,103471.0,174,23,TXN_001088,2023-07-17,89000.0,Success,0.023225384363755316,485.7793427230047
AD_0257,Flash Sale Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-07-17,9171,213,103471.0,174,23,TXN_001090,2023-07-17,296000.0,Success,0.023225384363755316,485.7793427230047
AD_0257,Flash Sale Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-07-17,9171,213,103471.0,174,23,TXN_001089,2023-07-17,67000.0,Success,0.023225384363755316,485.7793427230047
AD_0970,Flash Sale Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-10-12,11284,351,372217.0,283,19,TXN_002222,2023-10-14,433000.0,Success,0.03110599078341014,1060.4472934472935
AD_0970,Flash Sale Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-10-12,11284,351,372217.0,283,19,TXN_002223,2023-10-15,238000.0,Success,0.03110599078341014,1060.4472934472935
AD_0686,Awareness Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-12-17,12865,184,407124.0,148,25,,,,,0.014302370773416246,2212.6304347826085
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002055,2023-06-30,438000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002051,2023-07-01,264000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002056,2023-06-28,100000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002052,2023-06-28,501000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002061,2023-07-01,418000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002059,2023-06-28,544000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002053,2023-07-01,334000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002060,2023-06-30,320000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002057,2023-07-01,115000.0,Success,0.011939726727110203,2270.1176470588234
AD_0343,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-06-28,15662,187,424512.0,166,29,TXN_002062,2023-07-01,403000.0,Success,0.011939726727110203,2270.1176470588234
AD_0636,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-11-16,11593,285,317726.0,231,42,,,,,0.024583800569309065,1114.8280701754386
AD_0709,Retargeting Campaign,warm,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-01-03,19361,373,444572.0,305,31,TXN_001670,2023-01-06,413000.0,Success,0.019265533805072052,1191.8820375335122
AD_0011,Flash Sale Campaign,cold,Serum,DermaGlow Brightening Serum,Video_Review,2023-01-28,8104,149,397366.0,129,19,TXN_002064,2023-01-28,310000.0,Success,0.01838598223099704,2666.8859060402683
AD_0486,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-05-22,14678,367,428953.0,293,17,TXN_002084,2023-05-23,145000.0,Success,0.025003406458645593,1168.809264305177
AD_0486,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-05-22,14678,367,428953.0,293,17,TXN_002083,2023-05-23,220000.0,Success,0.025003406458645593,1168.809264305177
AD_0210,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-10-07,10699,303,176329.0,269,44,,,,,0.028320403776053837,581.9438943894389
AD_0140,Flash Sale Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-10-01,8810,163,469453.0,136,22,,,,,0.018501702610669694,2880.079754601227
AD_0389,Retargeting Campaign,warm,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-02-12,7535,222,388544.0,199,23,,,,,0.029462508294625083,1750.1981981981983
AD_0623,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-04-09,8605,132,118557.0,112,11,TXN_001209,2023-04-09,497000.0,Success,0.015339918651946543,898.1590909090909
AD_0623,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-04-09,8605,132,118557.0,112,11,TXN_001208,2023-04-10,279000.0,Success,0.015339918651946543,898.1590909090909
AD_0623,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-04-09,8605,132,118557.0,112,11,TXN_001205,2023-04-10,352000.0,Success,0.015339918651946543,898.1590909090909
AD_0623,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-04-09,8605,132,118557.0,112,11,TXN_001207,2023-04-12,305000.0,Success,0.015339918651946543,898.1590909090909
AD_0623,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-04-09,8605,132,118557.0,112,11,TXN_001206,2023-04-09,150000.0,Success,0.015339918651946543,898.1590909090909
AD_0623,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-04-09,8605,132,118557.0,112,11,TXN_001210,2023-04-10,129000.0,Success,0.015339918651946543,898.1590909090909
AD_0825,Awareness Campaign,cold,Sunscreen,DermaGlow UV Shield Sunscreen,Static_Catalog,2023-04-28,17292,175,201735.0,147,24,TXN_002410,2023-05-01,173000.0,Success,0.01012028683784409,1152.7714285714285
AD_0718,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-08-14,13539,126,148784.0,106,7,TXN_002340,2023-08-15,147000.0,Success,0.009306448038998449,1180.8253968253969
AD_0718,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-08-14,13539,126,148784.0,106,7,TXN_002343,2023-08-16,78000.0,Success,0.009306448038998449,1180.8253968253969
AD_0718,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-08-14,13539,126,148784.0,106,7,TXN_002342,2023-08-15,153000.0,Success,0.009306448038998449,1180.8253968253969
AD_0718,Flash Sale Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Static_Catalog,2023-08-14,13539,126,148784.0,106,7,TXN_002341,2023-08-17,219000.0,Success,0.009306448038998449,1180.8253968253969
AD_0846,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,2023-08-25,7877,79,112336.0,70,4,TXN_001652,2023-08-27,162000.0,Success,0.010029198933604164,1421.9746835443038
AD_0846,Awareness Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,2023-08-25,7877,79,112336.0,70,4,TXN_001651,2023-08-25,282000.0,Success,0.010029198933604164,1421.9746835443038
AD_0688,Flash Sale Campaign,cold,Moisturizer,DermaGlow Hydrating Moisturizer,Static_Catalog,2023-01-07,5579,61,139236.0,48,5,,,,,0.010933859114536655,2282.55737704918
AD_0936,Retargeting Campaign,warm,Moisturizer,DermaGlow Hydrating Moisturizer,Video_Review,2023-03-09,12692,282,203107.0,232,43,,,,,0.022218720453829183,720.2375886524823
AD_0582,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-08-24,9261,136,355719.0,110,12,TXN_001810,2023-08-25,364000.0,Success,0.014685239175035093,2615.580882352941
AD_0582,Awareness Campaign,cold,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-08-24,9261,136,355719.0,110,12,TXN_001811,2023-08-27,265000.0,Success,0.014685239175035093,2615.580882352941
AD_0383,Awareness Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-09-29,17014,490,278207.0,400,66,TXN_002262,2023-09-30,152000.0,Success,0.028799811919595627,567.769387755102
AD_0383,Awareness Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-09-29,17014,490,278207.0,400,66,TXN_002258,2023-09-30,115000.0,Success,0.028799811919595627,567.769387755102
AD_0383,Awareness Campaign,cold,Cleanser,DermaGlow Gentle Cleanser,Video_Review,2023-09-29,17014,490,278207.0,400,66,TXN_002261,2023-09-29,343000.0,Success,0.028799811919595627,567.769387755102
AD_0071,Retargeting Campaign,warm,Sunscreen,DermaGlow UV Shield Sunscreen,Video_Review,2023-03-26,10997,233,416076.0,200,16,,,,,0.021187596617259254,1785.733905579399
AD_0261,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-12-30,12710,191,162424.0,171,10,TXN_001568,2024-01-01,157000.0,Success,0.015027537372147915,850.3874345549738
AD_0261,Retargeting Campaign,warm,Serum,DermaGlow Brightening Serum,Static_Catalog,2023-12-30,12710,191,162424.0,171,10,TXN_001566,2023-12-30,111000.0,Success,0.015027537372147915,850.3874345549738
